COLLNUM,Taxon.Name,CATNUM,PRESTYPE,STATUS,ORIGLOCAL,Locality.Selector,LocalityQualifier,ISGPPROV,COLLECTOR,DATECOLL1,gps,elevation,country,province,locality,site,lat,lon,gps_raw,A or B?
AA 23001,Oreophryne geislerorum,44711,alcoholic,"installed, April 2016","[Papua New Guinea: Central Province,] Isurava: -8.968114°, 147.732927°, 1358 m = from A Allison field catalogue",,,,A Allison,24 Mar 2014,", ",,,,,,-8.968114,147.732927,,A
AA 23002,Oreophryne geislerorum,44712,alcoholic,"installed, April 2016","[Papua New Guinea: Central Province,] Isurava: -8.968114°, 147.732927°, 1358 m = from A Allison field catalogue",,,,A Allison,24 Mar 2014,", ",,,,,,-8.968114,147.732927,,A
AA 23003,Oreophryne geislerorum,44713,alcoholic,"installed, April 2016","[Papua New Guinea: Central Province,] Isurava: -8.968114°, 147.732927°, 1358 m = from A Allison field catalogue",,,,A Allison,24 Mar 2014,", ",,,,,,-8.968114,147.732927,,A
AA 23004,Oreophryne geislerorum,44714,alcoholic,"installed, April 2016","[Papua New Guinea: Central Province,] Isurava: -8.968114°, 147.732927°, 1358 m = from A Allison field catalogue",,,,A Allison,24 Mar 2014,", ",,,,,,-8.968114,147.732927,,A
AA 23006,Oreophryne geislerorum,44715,alcoholic,"installed, April 2016","[Papua New Guinea: Central Province,] Isurava: -8.968114°, 147.732927°, 1358 m = from A Allison field catalogue",,,,A Allison,24 Mar 2014,", ",,,,,,-8.968114,147.732927,,A
AA 23005,Oreophryne geislerorum,44716,alcoholic,"installed, April 2016","[Papua New Guinea: Central Province,] Isurava: -8.968114°, 147.732927°, 1358 m = from A Allison field catalogue",,,,A Allison,24 Mar 2014,", ",,,,,,-8.968114,147.732927,,A
FK 5980,Oreophryne inornata,16217,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",22 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 5981,Oreophryne inornata,16218,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",22 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 5999,Oreophryne inornata,16219,alcoholic + 24 eggs + alc gut,installed,"Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",23 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6000,Oreophryne inornata,16220,alcoholic + 6 eggs + 1 egg embedded in paraffin + alc gut + 20 slides of sectioned egg,"installed, egg in paraffin stored with slide collection","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",23 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6001,Oreophryne inornata,16221,alcoholic + 10 eggs* + 1 egg cleared and stained + 1 egg embedded in paraffin + 24 slides of sectioned egg + alc gut,"installed, egg in paraffin stored with slide collection","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",23 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6002,Oreophryne inornata,16222,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",23 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6003,Oreophryne inornata,16223,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",23 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6004,Oreophryne inornata,16224,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",23 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6005,Oreophryne inornata,16225,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",23 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6006,Oreophryne inornata,16226,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",23 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6007,Oreophryne inornata,16227,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",23 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6008,Oreophryne inornata,16228,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",23 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6009,Oreophryne inornata,16229,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",23 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6010,Oreophryne inornata,16230,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",23 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6011,Oreophryne inornata,16231,alcoholic,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",23 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6082,Oreophryne inornata,16232,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",24 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6083,Oreophryne inornata,16233,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",24 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6084,Oreophryne inornata,16234,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",24 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6085,Oreophryne inornata,16235,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",24 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6086,Oreophryne inornata,16236,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove - 9° 27.627' S, 150° 47.076' E, 1330 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",24 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6126,Oreophryne inornata,16237,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove, 1380 m = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",26 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6127,Oreophryne inornata,16238,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove, 1380 m = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",26 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6128,Oreophryne inornata,16239,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), Bamboo Grove, 1380 m = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Bamboo Grove""    :    1330 m    :    9.46045ºS  150.7846ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",26 Aug 2002,"-9.46045, 150.7846",1330 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Bamboo Grove",-9.46045,150.7846,9.46045ºS 150.7846ºE,A
FK 6129,Oreophryne inornata,16240,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), 9° 27.445' S 150° 46.586' E, 1480 m = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope    :    1480 m    :    9.4574166ºS  150.7764333ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",26 Aug 2002,"-9.4574166, 150.7764333",1480 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope",-9.4574166,150.7764333,9.4574166ºS 150.7764333ºE,A
FK 6130,Oreophryne inornata,16241,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), 9° 27.445' S 150° 46.586' E, 1480 m = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope    :    1480 m    :    9.4574166ºS  150.7764333ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",26 Aug 2002,"-9.4574166, 150.7764333",1480 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope",-9.4574166,150.7764333,9.4574166ºS 150.7764333ºE,A
FK 6142,Oreophryne inornata,16242,alcoholic + 16 eggs + 1 egg embedded in paraffin (unsectioned) + alc gut,"installed, egg in paraffin stored with slide collection","Fergusson Is., Mt. Kilkerran (Oyatabu), Stream 1, 1400-1500 m = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, ""Stream 1"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, ""Stream 1""    :    1400-1500 m    :    9.4605978ºS  150.776867ºE.}",,Milne Bay Prov.,F Kraus,27 Aug 2002,"-9.4605978, 150.776867",1400-1500 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, Stream 1",-9.4605978,150.776867,9.4605978ºS 150.776867ºE,A
FK 6160,Oreophryne inornata,16243,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu) summit - 9° 27.511' S, 150° 46.147' E, 1830 m. = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), summit {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), summit    :    1830 m    :    9.4624094ºS  150.7668488ºE.}",,Milne Bay Prov.,"F Kraus, F Malesa and D Salepuna",28 Aug 2002,"-9.4624094, 150.7668488",1830 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), summit",-9.4624094,150.7668488,9.4624094ºS 150.7668488ºE,A
FK 6161,Oreophryne inornata,16244,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Mt. Kilkerran (Oyatabu), above Camp 2, 1550 m = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope, above ""Camp 2"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope, above ""Camp 2""    :    1550 m    :    9.4592391ºS  150.776867ºE.}",,Milne Bay Prov.,F Kraus,28 Aug 2002,"-9.4592391, 150.776867",1550 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope, above Camp 2",-9.4592391,150.776867,9.4592391ºS 150.776867ºE,A
FK 6167,Oreophryne inornata,16245,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., 1770 m on Oyatabu = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope    :    1770 m    :    9.4601449ºS  150.7714025ºE.}",,Milne Bay Prov.,F Kraus and D Salepuna,29 Aug 2002,"-9.4601449, 150.7714025",1770 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope",-9.4601449,150.7714025,9.4601449ºS 150.7714025ºE,A
FK 6174,Oreophryne inornata,16246,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., 1550-1700m on Oyatabu = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope    :    1550-1700 m    :    9.4592391ºS  150.7750455ºE.}",,Milne Bay Prov.,F Kraus,28 Aug 2002,"-9.4592391, 150.7750455",1550-1700 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope",-9.4592391,150.7750455,9.4592391ºS 150.7750455ºE,A
FK 6175,Oreophryne inornata,16247,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., 1550-1700m on Oyatabu = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope    :    1550-1700 m    :    9.4592391ºS  150.7750455ºE.}",,Milne Bay Prov.,F Kraus,28 Aug 2002,"-9.4592391, 150.7750455",1550-1700 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope",-9.4592391,150.7750455,9.4592391ºS 150.7750455ºE,A
FK 6176,Oreophryne inornata,16248,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., 1550-1700m on Oyatabu = F Kraus field catalogue; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope    :    1550-1700 m    :    9.4592391ºS  150.7750455ºE.}",,Milne Bay Prov.,F Kraus,28 Aug 2002,"-9.4592391, 150.7750455",1550-1700 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope",-9.4592391,150.7750455,9.4592391ºS 150.7750455ºE,A
FK 6369,Oreophryne inornata,16249,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Camp 1, Oya Waka - 9° 27.370' S, 150° 33.575' E, 984 m. = F Kraus field catalogue; see master list of localities in the Accession file","Oya Waka, S slopes, ""Camp 1"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Oya Waka, S slopes, ""Camp 1""    :    984 m    :    9.4561666ºS  150.5595833ºE.}",,Milne Bay Prov.,F Kraus and F Malesa,09 Sep 2002,"-9.4561666, 150.5595833",984 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Oya Waka, S slopes, Camp 1",-9.4561666,150.5595833,9.4561666ºS 150.5595833ºE,A
